area;upm;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;estrato;fexp;periodo
2;010156900502;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;0123;1087,19556083314;202104
2;010156900502;3;3;3;3;3;3;3;2;2;1;1;3;3;3;3;3;2;2;2;3;3;3;3;0123;653,50380254388;202104
2;010156900502;2;2;2;2;3;2;3;2;1;1;2;2;3;3;3;3;2;2;2;3;3;3;2;0123;807,90660713447;202104
2;010157900201;3;2;2;3;4;2;4;2;3;2;1;2;2;3;3;3;2;2;2;2;3;3;3;0121;735,833228336498;202104
2;010157900201;3;3;3;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;1068,26898496525;202104
2;010157900201;3;2;2;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;2;3;3;0121;735,833228336498;202104
2;010157900201;2;2;2;2;4;2;4;2;3;3;2;2;2;2;3;3;2;2;2;3;3;3;3;0121;1550,89302887096;202104
1;010162000402;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;0112;359,10553648075;202104
1;010162000402;3;1;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;3;1;3;1;0112;560,300354991477;202104
1;010162000402;2;3;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;2;3;3;3;0112;560,300354991477;202104
1;010162000402;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;2;2;1;3;2;2;2;0112;333,573907882322;202104
1;010162000402;2;2;2;2;4;2;4;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0112;287,827321844825;202104
1;010162000402;2;2;2;2;2;2;2;2;1;1;3;3;2;2;3;3;2;2;2;3;2;3;2;0112;314,461911765431;202104
1;010162000402;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;0112;560,300354991477;202104
1;010162001203;3;3;2;2;4;3;4;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;0113;324,005328654358;202104
1;010162001203;3;2;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;0113;380,421463362905;202104
1;010162001203;3;3;2;2;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0113;361,907176273705;202104
1;010162001203;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;2;0113;400,751088324132;202104
1;010162001203;3;3;2;2;3;2;3;2;1;1;2;2;2;3;3;2;2;2;2;3;2;3;3;0113;473,739516484381;202104
1;010162001203;2;2;2;2;2;2;2;2;1;1;3;3;3;3;3;2;2;2;2;3;3;2;2;0113;586,799981157549;202104
1;010162001203;3;3;3;3;2;2;2;2;1;1;3;3;3;3;3;3;2;2;1;3;3;3;3;0113;370,003816092794;202104
1;010162001304;2;2;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;2;1;3;2;0113;315,647361158987;202104
1;010162001304;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;2;0113;272,359235728438;202104
1;010162001304;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;1;3;3;3;3;0113;530,18933534782;202104
1;010162001304;2;2;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;0113;339,806898229339;202104
1;010162001304;2;2;2;2;3;2;3;2;2;2;2;3;2;3;3;3;2;2;2;3;2;3;3;0113;477,524113277727;202104
1;010162001304;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;0113;339,806898229339;202104
1;010162001304;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0113;561,258817055521;202104
1;010162001602;1;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;1;1;3;1;3;1;0113;657,06632527705;202104
1;010162001602;2;2;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0113;623,915693364038;202104
1;010162001602;2;1;2;2;3;2;3;2;1;1;2;2;3;2;2;2;2;2;1;2;1;3;1;0113;569,008765521255;202104
1;010162001602;2;2;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;2;1;2;1;0113;559,624025382635;202104
1;010162001602;2;2;2;2;4;2;4;2;1;1;2;2;2;2;3;3;2;2;2;3;3;3;2;0113;603,280378321956;202104
1;010162001602;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;2;2;3;1;0113;396,376977611054;202104
1;010162001602;2;2;3;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;3;3;0113;476,632324222998;202104
1;010163000102;3;3;3;2;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;0111;206,730269513948;202104
1;010163000102;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;2;2;0111;264,498006397153;202104
1;010163000102;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;222,553331020141;202104
1;010163000102;2;2;3;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0111;178,379119027049;202104
1;010163000102;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;222,553331020141;202104
1;010163000102;2;2;3;3;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;0111;178,379119027049;202104
1;010163000102;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0111;367,206257872063;202104
2;010168902001;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;0122;713,624708137723;202104
2;010168902001;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1677,25458816266;202104
2;010168902001;3;2;3;3;2;3;2;3;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1036,02706870392;202104
2;010168902001;2;3;3;3;2;3;2;3;1;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0122;914,964044443631;202104
2;010168902001;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;0122;2626,07131512352;202104
2;010168902001;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0122;1173,10848836681;202104
2;010168902001;3;3;1;1;2;3;2;2;1;1;2;2;2;2;2;2;2;2;2;3;1;1;1;0122;1803,64098938323;202104
1;010250000602;3;3;1;2;4;2;4;3;3;2;2;3;3;3;2;2;2;2;2;3;3;2;3;0112;537,842201905188;202104
1;010250000602;3;3;2;2;3;2;3;2;1;1;3;2;2;2;3;3;2;2;2;3;2;3;2;0112;856,070799227016;202104
1;010250000602;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0112;574,837773919309;202104
1;010250000602;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0112;559,137663459286;202104
1;010250000602;3;3;1;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0112;634,135008914335;202104
1;010250000602;2;2;1;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0112;712,025877443599;202104
1;010250000602;3;2;3;2;4;2;4;3;2;3;2;3;3;2;3;2;2;2;2;2;3;2;3;0112;537,842201905188;202104
1;010250000602;3;3;3;3;3;2;3;3;2;2;2;1;2;1;3;2;2;2;2;3;3;3;3;0112;835,129117574735;202104
1;010350001801;2;2;2;2;3;2;3;2;2;2;3;2;3;2;2;2;2;2;2;3;3;3;3;0112;367,005714397401;202104
1;010350001801;3;2;2;2;2;2;2;2;1;2;3;3;2;2;2;2;2;2;2;3;3;3;3;0112;395,096201609012;202104
1;010350001801;3;2;2;2;3;2;2;2;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;0112;608,378159519157;202104
1;010350001801;2;2;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;3;3;3;0112;367,005714397401;202104
1;010350001801;3;2;2;2;3;3;2;2;1;1;3;3;3;3;2;3;2;2;2;3;3;3;3;0112;316,674264325303;202104
1;010350001801;3;2;2;2;3;3;2;2;1;2;3;3;3;2;2;3;2;2;2;3;3;3;3;0112;316,674264325303;202104
1;010350001801;3;2;2;1;2;2;2;2;1;2;3;3;3;3;3;2;2;2;2;3;2;3;3;0112;651,896770213614;202104
1;010350001805;2;2;1;2;4;1;4;1;1;2;2;1;2;3;3;3;2;2;2;2;2;3;3;0112;323,114871352489;202104
1;010350001805;2;2;1;2;4;1;4;1;1;1;2;2;2;1;3;3;2;2;2;3;3;3;3;0112;379,375958737268;202104
1;010350001805;2;2;1;1;4;1;4;1;1;2;2;1;1;3;3;3;2;2;2;3;3;3;3;0112;258,980379364347;202104
1;010350001805;3;3;2;2;4;1;4;1;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0112;465,536750870123;202104
1;010350001805;3;3;1;1;4;2;4;2;2;2;2;3;3;3;3;3;2;2;2;3;3;3;3;0112;323,114871352489;202104
1;010350001805;3;3;2;1;4;1;4;3;3;1;2;2;2;3;3;3;2;2;2;3;3;3;3;0112;300,142101367243;202104
1;010350001805;2;2;2;1;4;1;4;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;0112;258,980379364347;202104
2;010350901701;2;2;2;2;2;3;3;1;2;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0123;1009,83219521676;202104
2;010350901701;2;1;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;0123;2567,64421657532;202104
2;010350901701;2;2;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0123;1009,83219521676;202104
2;010350901701;2;2;1;1;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;0123;2567,64421657532;202104
2;010350901701;2;1;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;0123;1679,99799779638;202104
2;010350901701;2;2;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;3;2;2;3;0123;1009,83219521676;202104
2;010350901701;2;1;2;2;3;1;3;1;2;2;2;2;3;3;3;3;2;2;2;2;2;3;3;0123;1466,05558518772;202104
2;010357901201;3;2;3;2;3;3;3;3;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;560,001861649957;202104
2;010357901201;3;3;2;2;4;1;4;1;1;1;2;2;2;3;3;3;2;2;2;3;3;3;3;0121;1549,91747095656;202104
2;010357901201;2;2;2;1;4;1;4;2;2;1;1;2;2;3;3;3;2;2;2;3;3;3;3;0121;1591,98494608321;202104
2;010357901201;2;2;1;2;3;3;3;2;1;1;3;3;3;2;2;2;2;2;2;3;3;3;3;0121;2392,14002616294;202104
2;010357901201;3;2;3;2;3;3;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;2288,19730919436;202104
2;010357901201;3;2;1;2;3;3;3;2;1;1;3;2;3;2;2;2;2;2;2;3;3;3;3;0121;813,000279527845;202104
2;010357901201;3;3;2;2;4;1;4;1;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0121;1229,84903633785;202104
2;010451900401;3;3;2;2;3;1;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;1180,09301374569;202104
2;010451900401;2;3;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;1;0121;598,646118064581;202104
2;010451900401;3;2;2;2;3;1;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;598,646118064581;202104
2;010451900401;2;2;2;2;2;2;4;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0121;598,646118064581;202104
2;010451900401;2;2;2;2;4;2;4;2;2;2;2;2;2;2;3;3;2;2;2;3;3;3;3;0121;598,646118064581;202104
2;010451900401;2;2;2;2;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;1526,13514850522;202104
2;010451900401;3;3;2;2;4;2;4;2;2;2;2;2;1;3;3;3;2;2;2;3;3;3;3;0121;598,646118064581;202104
2;010554000103;3;2;2;3;3;2;3;2;1;1;3;3;3;2;2;2;2;2;2;3;3;3;3;0123;1583,7561758416;202104
2;010554000103;2;1;1;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0123;605,514942592816;202104
2;010554000103;2;1;2;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;2;2;2;3;0123;1602,26239171922;202104
2;010554000103;2;2;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;3;3;3;3;0123;685,633358863107;202104
2;010554000103;2;2;1;1;3;1;3;1;2;1;3;3;3;3;3;3;2;2;2;3;2;2;3;0123;896,044656076799;202104
2;010554000103;1;1;1;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;2;2;3;3;0123;1047,89561111688;202104
2;010554000103;2;1;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;0123;1574,9270075426;202104
2;010650900602;2;2;2;1;3;3;3;3;1;2;2;2;3;3;3;3;2;2;2;3;1;2;2;0121;1894,04327884226;202104
2;010650900602;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0121;1276,99395380676;202104
2;010650900602;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;654,465599552372;202104
2;010650900602;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1;0121;950,140975977733;202104
2;010650900602;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;950,140975977733;202104
2;010650900602;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0121;2219,42366025234;202104
2;010650900602;3;2;1;2;3;2;3;2;1;1;3;2;2;2;2;2;2;2;1;3;1;3;3;0121;950,140975977733;202104
2;011253000202;3;3;1;2;3;2;3;2;1;1;3;3;3;3;3;2;2;2;2;3;3;3;3;0123;501,759391975962;202104
2;011253000202;3;2;2;2;3;2;3;2;2;2;3;3;3;2;2;2;2;2;2;3;3;3;3;0123;1275,79572826245;202104
2;011253000202;3;3;2;2;3;2;3;2;1;1;3;3;3;2;2;2;2;2;2;3;3;3;3;0123;834,747374749928;202104
2;011253000202;3;3;3;3;3;3;3;3;1;1;3;3;3;3;2;2;2;2;2;2;3;3;3;0123;345,616355470472;202104
2;011253000202;3;3;3;3;3;3;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0123;345,616355470472;202104
2;011350900301;3;3;2;2;4;1;4;2;1;1;1;2;1;2;3;3;2;2;2;3;3;3;3;0122;1549,83720449693;202104
2;011350900301;2;2;2;2;3;1;3;2;2;2;3;3;2;3;3;3;2;2;2;3;3;3;3;0122;2128,07391510483;202104
2;011350900301;1;2;1;1;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;2;2;3;0122;1067,5417236962;202104
2;011350900301;3;3;2;1;4;1;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1067,5417236962;202104
2;011350900301;2;2;2;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;0122;1919,13442022017;202104
2;011350900301;2;2;2;2;3;1;3;2;2;2;2;3;3;3;3;3;2;2;2;3;3;2;2;0122;1810,90471320702;202104
2;011350900301;3;3;2;1;4;1;4;1;1;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0122;990,842469668755;202104
2;011351900201;2;1;1;1;3;1;3;1;2;1;3;3;2;3;3;3;2;2;2;2;2;2;2;0122;2257,63482321027;202104
2;011351900201;2;2;2;2;4;1;4;1;2;3;2;2;2;3;3;3;2;2;2;3;3;3;3;0122;2257,63482321027;202104
2;011351900201;2;2;2;2;3;3;3;1;2;2;2;3;3;3;3;3;2;2;2;3;3;2;2;0122;887,908190240246;202104
2;011351900201;3;3;1;1;4;1;4;1;1;2;2;1;2;3;3;3;2;2;2;3;3;3;3;0122;1415,82924468313;202104
2;011351900201;3;1;1;2;3;1;3;1;1;2;2;3;2;3;3;3;2;2;2;2;2;3;3;0122;1289,04858411275;202104
2;011351900201;3;3;1;2;4;2;4;1;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0122;887,908190240246;202104
1;011550000401;3;3;1;1;3;2;3;1;1;1;2;2;1;1;1;2;2;2;1;3;3;3;3;0111;259,233232390209;202104
1;011550000401;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;324,063125476763;202104
1;011550000401;3;3;1;2;3;2;3;3;1;1;2;2;1;1;2;2;2;1;1;2;2;2;2;0111;357,368602043519;202104
1;011550000401;2;3;1;2;3;1;2;1;1;1;2;2;2;2;2;2;2;2;1;3;2;2;3;0111;318,474117268299;202104
1;011550000401;2;2;2;2;2;2;2;2;1;1;3;3;3;3;2;2;2;2;2;2;1;2;1;0111;289,558099307462;202104
1;011550000401;2;3;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;289,558099307462;202104
1;011550001602;3;1;3;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0111;309,336698460019;202104
1;011550001602;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0111;158,906830368548;202104
1;011550001602;3;3;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;358,439834866571;202104
1;011550001602;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1;0111;264,370599634352;202104
1;011550001602;3;2;2;3;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;0111;289,881239043534;202104
1;011550001602;2;2;3;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;327,121149875713;202104
1;011550001602;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;2;0111;362,663438969304;202104
1;011550001603;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0111;214,143713488725;202104
1;011550001603;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0111;414,852931692325;202104
1;011550001603;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0111;230,534197367372;202104
1;011550001603;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;3;3;3;3;0111;313,107008787938;202104
1;011550001603;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;295,209988396396;202104
1;011550001603;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0111;230,534197367372;202104
1;011550001603;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;2;2;2;3;3;3;3;0111;214,143713488725;202104
1;020150000606;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0213;227,444654720264;202104
1;020150000606;3;2;3;2;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0213;243,089475958025;202104
1;020150000606;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0213;196,252717281321;202104
1;020150000606;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0213;169,338466483954;202104
1;020150000606;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0213;146,115257043967;202104
1;020150000606;2;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0213;227,444654720264;202104
1;020150000606;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;2;0213;227,444654720264;202104
1;020150001206;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;2;0212;526,182751107166;202104
1;020150001206;2;1;2;1;3;2;3;1;3;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0212;396,858717498707;202104
1;020150001206;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0212;373,391271570422;202104
1;020150001206;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0212;311,080962904082;202104
1;020150001206;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;0212;335,218863538468;202104
1;020150001206;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0212;427,234142979527;202104
1;020150001804;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0211;185,198776481587;202104
1;020150001804;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0211;185,198776481587;202104
1;020150001804;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0211;185,198776481587;202104
1;020150001804;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0211;409,918275816751;202104
1;020150002103;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0211;221,563068960006;202104
1;020150002103;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;238,521427674952;202104
1;020150002103;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0211;377,540500852232;202104
1;020150002103;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;238,521427674952;202104
1;020150002103;3;3;1;1;3;1;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;237,78357650302;202104
1;020150002103;3;3;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;307,660846715465;202104
1;020150002103;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;2;2;2;3;3;3;3;0211;221,563068960006;202104
1;020150002602;3;3;1;1;1;1;1;1;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;285,2572816726;202104
1;020150002602;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;2;2;3;3;3;3;0211;237,225663062729;202104
1;020150002602;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0211;378,415985720841;202104
1;020150002602;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0211;264,976104606836;202104
1;020150002602;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0211;212,381472280498;202104
1;020150002602;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;0211;264,976104606836;202104
1;020150002602;3;3;2;2;3;1;3;1;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;0211;264,976104606836;202104
1;020150003401;3;3;3;3;3;1;3;3;3;3;3;3;3;3;2;2;2;2;2;3;2;3;3;0212;461,242507025877;202104
1;020150003401;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0212;590,558239555244;202104
1;020150003401;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0212;503,924365543844;202104
1;020150003401;2;3;1;1;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0212;323,731671305779;202104
1;020150003401;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0212;403,901320955023;202104
1;020150003401;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0212;439,367110434887;202104
1;020150003401;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0212;470,710611915838;202104
2;020150902202;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;0222;1138,57340775003;202104
2;020150902202;3;3;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0222;1037,25546165052;202104
2;020150902202;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0222;526,174591722722;202104
2;020150902202;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0222;526,174591722722;202104
2;020150902202;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0222;448,480571485801;202104
2;020150902202;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;2;2;0222;362,433763354614;202104
2;020150902202;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0222;1022,4808149298;202104
2;020150905603;3;2;2;2;4;2;4;1;1;1;2;2;3;3;2;2;2;2;2;3;3;3;3;0221;951,776383461913;202104
2;020150905603;3;3;1;1;3;3;3;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0221;1269,41223200637;202104
2;020150905603;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0221;1269,41223200637;202104
2;020150905603;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0221;544,933119153026;202104
2;020150905603;2;2;3;3;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0221;310,669543342432;202104
2;020150905603;3;3;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0221;859,840271783797;202104
2;020150905603;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0221;485,937201235568;202104
2;020150906403;3;3;1;1;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0221;772,454207296873;202104
2;020150906403;3;3;1;1;2;2;2;2;3;3;2;2;3;3;3;3;2;2;2;3;3;3;3;0221;398,320655970323;202104
2;020150906403;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0221;398,320655970323;202104
2;020150906403;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0221;310,669543342432;202104
2;020150906403;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0221;451,024260587304;202104
2;020150906403;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;2;0221;310,669543342432;202104
2;020150906403;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0221;310,669543342432;202104
2;020150907403;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0222;413,329808779698;202104
2;020150907403;3;2;1;2;4;2;4;2;1;1;2;2;2;2;2;2;2;2;2;3;3;2;3;0222;866,187205970741;202104
2;020150907403;3;2;2;2;4;2;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0222;284,705267907751;202104
2;020150907403;3;2;1;2;4;2;4;2;1;1;2;2;2;2;2;3;2;2;2;2;3;2;2;0222;413,329808779698;202104
2;020150907403;3;2;2;2;4;2;4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0222;365,030919513804;202104
2;020155900302;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0221;667,059650309016;202104
